INSTNM,NPT4_COMBINED
Urshan College,13496
Ursinus College,30485
Ursuline College,18027
Uta Mesivta of Kiryas Joel,5023
Utah State University,12869
Utah Tech University,15265
Utah Valley University,8463
Utica University,21869
VH Barber & Styling Academy,37051
VICI Beauty School,12721
Valdosta State University,11298
Valencia College,10399
Valley City State University,13613
Valley College of Medical Careers,21967
Valley College-Beckley,24526
Valley College-Cleveland,30096
Valley College-Martinsburg,25666
Valley Forge Military College,20857
Valley Grande Institute for Academic Studies,11260
Valor Christian College,25886
Valparaiso University,21583
Vance-Granville Community College,4534
VanderCook College of Music,17094
Vanderbilt University,19040
Vanguard University of Southern California,19761
Vassar College,38182
Vaughn Beauty College,8752
Vaughn College of Aeronautics and Technology,39723
Veeb Nassau County School of Practical Nursing,40172
Velvatex College of Beauty Culture,10042
Venango County Area Vocational Technical School,14121
Ventura Adult and Continuing Education,9949
Ventura College,2257
Venus Beauty Academy,18536
Veritas Baptist College,13539
Vermont State University,20865
Vernon College,6571
Vet Tech Institute,17585
Vet Tech Institute of Houston,16179
Vibe Barber College,14538
Victor Valley College,3228
Victoria Beauty & Barber College,16042
Victoria College,4550
Victoria's Academy of Cosmetology,18760
Victory Career College,19436
Villa Maria College,13980
Villanova University,44876
Vincennes Beauty College,9734
Vincennes University,10215
Virginia Beach City Public Schools School of Practical Nursing,6034
Virginia Commonwealth University,19452
Virginia Highlands Community College,5112
Virginia Military Institute,18849
Virginia Peninsula Community College,6468
Virginia Polytechnic Institute and State University,23790
Virginia State University,14553
Virginia Union University,19580
Virginia University of Lynchburg,18184
Virginia Wesleyan University,20583
Virginia Western Community College,5618
Visible Music College,26181
Viterbo University,22633
Vogue College of Cosmetology,21375
Vogue College of Cosmetology-McAllen,26326
Vogue College of Cosmetology-San Antonio Fredericksburg,28687
Vogue College of Cosmetology-Santa Fe,23227
Vogue International Academy,19160
Volunteer State Community College,10477
Voorhees University,15411
Vski Cosmetology School,10524
Wabash College,21906
Wabash Valley College,8134
Wade College,21998
Wade Gordon Hairdressing Academy,25694
Wade Gordon Hairdressing Academy-Lubbock,25243
Wagner College,27733
Wake Forest University,28746
Wake Technical Community College,6935
Waldorf University,21683
Walla Walla Community College,8343
Walla Walla University,23992
Walnut Hill College,33578
Walsh University,20004
Walters State Community College,4153
Warner Pacific University,18818
Warner University,21007
Warren County Career Center,21082
Warren County Community College,3550
Warren Wilson College,23719
Warrensburg Area Career Center,2106
Wartburg College,22604
Washburn Institute of Technology,12943
Washburn University,13046
Washington & Jefferson College,25544
Washington Adventist University,15026
Washington Barber College Inc,16141
Washington College,29095
Washington County Community College,3994
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,16995
Washington State Community College,8913
Washington State University,14401
Washington University in St Louis,22117
Washington and Lee University,23911
Washtenaw Community College,3561
Waubonsee Community College,6113
Waukesha County Technical College,9400
Wayland Baptist University,20540
Wayne Community College,4152
Wayne County Community College District,5762
Wayne County Schools Career Center,30453
Wayne Finger Lakes BOCES-Practical Nursing Program,22512
Wayne State College,15108
Wayne State University,14773
Waynes College of Beauty,17652
Waynesburg University,25157
Waynesville Career Center,19044
Weatherford College,8664
Webb Institute,19077
Webb's Barber School of Arts,13571
Webber International University,29932
Weber State University,10722
Webster University,26196
Welch College,19983
Welder Training and Testing Institute,24740
WellSpring School of Allied Health-Kansas City,12861
WellSpring School of Allied Health-Lawrence,16971
WellSpring School of Allied Health-Springfield,14903
WellSpring School of Allied Health-Wichita,9355
Wellesley College,25008
Wells College,22921
Wenatchee Valley College,10733
Wentworth Institute of Technology,34170
Wes Watkins Technology Center,2340
Wesleyan College,14528
Wesleyan University,27888
West Chester University of Pennsylvania,22673
West Coast University-Dallas,25957
West Coast University-Los Angeles,51992
West Coast University-Miami,38218
West Coast University-Ontario,49752
West Coast University-Orange County,36836
West Georgia Technical College,2050
West Kentucky Community and Technical College,5023
West Liberty University,16295
West Los Angeles College,7131
West Michigan College of Barbering and Beauty,8314
West Shore Community College,1335
West Texas A & M University,20841
West Valley College,1842
West Virginia Junior College-Bridgeport,13240
West Virginia Junior College-Charleston,11856
West Virginia Junior College-Morgantown,15987
West Virginia Junior College-United Career Institute,16244
West Virginia Northern Community College,3215
West Virginia State University,10191
West Virginia University,12997
West Virginia University Institute of Technology,9957
West Virginia University at Parkersburg,3613
West Virginia Wesleyan College,18148
Westchester College of Nursing & Allied Health,23577
Westchester School for Medical & Dental Assistants,16352
Westchester School of Beauty Culture,16055
Westcliff University,26455
Western Carolina University,12579
Western Colorado University,16773
Western Connecticut State University,18617
Western Dakota Technical College,14631
Western Governors University,10442
Western Illinois University,11592
Western Iowa Tech Community College,8875
Western Kentucky University,10916
Western Michigan University,18701
Western Nebraska Community College,4974
Western Nevada College,12424
Western New England University,31170
Western New Mexico University,7912
Western Oklahoma State College,7461
Western Oregon University,18290
Western Pennsylvania Hospital School of Nursing,19666
Western Piedmont Community College,5357
Western Technical College,29771
Western Technical College,12069
Western Technology Center,1095
Western Texas College,4094
Western Washington University,18680
Western Wyoming Community College,8420
Westfield State University,18561
Westminster College,26111
Westminster College,20800
Westminster University,26536
Westmont College,32926
Westmoreland County Community College,6356
Wharton County Junior College,5021
Whatcom Community College,9608
Wheaton College,26984
Wheaton College (Massachusetts),30934
Wheeling University,19040
White Earth Tribal and Community College,6778
White Mountains Community College,16767
Whitman College,35506
Whittier College,29871
Whitworth University,25884
Wichita State University,13776
Wichita State University-Campus of Applied Sciences and Technology,10741
Wichita Technical Institute,18524
Widener University,30470
Wilberforce University,7349
Wiley University,10095
Wilkes Community College,-28
Wilkes University,27700
Wilkes-Barre Area Career and Technical Center Practical Nursing,18620
Willamette University,23663
William & Mary,22529
William Carey University,17052
William Edge Institute,10612
William Jessup University,25300
William Jewell College,16602
William Paterson University of New Jersey,17764
William Peace University,21728
William Penn University,22115
William R Moore College of Technology,15323
William Rainey Harper College,6186
William T McFatter Technical College,8919
William Woods University,22270
Williams Baptist University,15875
Williams College,14852
Williams Technical College,15577
Williamsburg Technical College,6055
Williamson Christian College,22721
Williamson College of the Trades,1421
Williston State College,7164
Wilmington College,22872
Wilmington University,15355
Wilson College,21241
Wilson Community College,6753
Wilton Simpson Technical College,12233
Windward Community College,7533
Wingate University,21371
Winona State University,18148
Winonah's International School of Cosmetology,12675
Winston Salem Barber School,9182
Winston-Salem State University,13393
Winthrop University,16353
Wiregrass Georgia Technical College,1228
Wisconsin Lutheran College,21315
Wittenberg University,19470
Wofford College,28984
Women's Institute of Torah Seminary and College,11230
Woodbury University,28248
Woodland Community College,4097
Woodruff Medical and Wellness Training,19813
Wor-Wic Community College,6573
Worcester Polytechnic Institute,43273
Worcester State University,14738
